minimal_pair,dataset,paradigm,nsubj1,nsubj2,verb1,verb2,delta_score_42,delta_score_13,delta_score_30,delta_avg,delta_sent_length_char,delta_subwords,total_freq_verbs,total_freq_nouns,nsubj1_log_freq,nsubj2_log_freq,nsubj1_nsubj2_log_freq,verb_log_freq,dep_nsubj1_freq,dep_nsubj2_freq,dep_verb_freq,bigram_freq_gramm,bigram_freq_ungramm,bigram_nsubj2_root,bigram_nsubj1_root
"les pompiers arrivent, le pompier arrivent",childes,simple_agrmt,pompiers,pompier,arrivent,arrivent,4.911926746368408,3.3761444091796875,4.605754375457764,4.29794184366862,2,0,10.547680805518146,8.837826364007704,4.663439094112067,4.174387269895637,0.4890518242164301,3.713572066704308,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"le pompier met, les pompiers met",childes,simple_agrmt,pompier,pompiers,met,met,1.8223609924316406,1.2989110946655273,1.9179229736328125,1.6797316869099934,-2,0,11.708410008290464,8.837826364007704,4.174387269895637,4.663439094112067,-0.4890518242164301,7.5652752818989315,0.0,0.0,4.143134726391533,0.0,0.0,0.0,0.0
"les pompiers mettent, le pompier mettent",childes,simple_agrmt,pompiers,pompier,mettent,mettent,7.2369384765625,7.234528541564941,7.141242027282715,7.204236348470052,2,0,11.708410008290464,8.837826364007704,4.663439094112067,4.174387269895637,0.4890518242164301,4.143134726391533,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"le dame poursuit, les dames poursuit",childes,simple_agrmt,dame,dames,poursuit,poursuit,3.1576404571533203,-0.34685420989990234,0.7758917808532715,1.1955593427022297,-2,0,1.5040773967762742,9.20029003612268,5.616771097666572,3.58351893845611,2.0332521592104618,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"les dames poursuivent, le dame poursuivent",childes,simple_agrmt,dames,dame,poursuivent,poursuivent,-1.2015905380249023,1.7784843444824219,0.11075305938720703,0.2292156219482422,2,0,1.5040773967762742,9.20029003612268,3.58351893845611,5.616771097666572,-2.0332521592104618,0.4054651081081644,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"le dame grandit, les dames grandit",childes,simple_agrmt,dame,dames,grandit,grandit,4.351596832275391,0.4857330322265625,0.9854593276977539,1.9409297307332356,-2,0,3.295836866004329,9.20029003612268,5.616771097666572,3.58351893845611,2.0332521592104618,2.8903717578961645,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"les dames grandissent, le dame grandissent",childes,simple_agrmt,dames,dame,grandissent,grandissent,8.763965606689453,8.790242195129395,4.055067539215088,7.2030917803446455,2,0,3.295836866004329,9.20029003612268,3.58351893845611,5.616771097666572,-2.0332521592104618,0.4054651081081644,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"le dame apprend, les dames apprend",childes,simple_agrmt,dame,dames,apprend,apprend,1.249237060546875,0.47391796112060547,-0.6356925964355469,0.3624874750773112,-2,0,5.703782474656201,9.20029003612268,5.616771097666572,3.58351893845611,2.0332521592104618,4.0943445622221,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"les dames apprennent, le dame apprennent",childes,simple_agrmt,dames,dame,apprennent,apprennent,9.901331901550293,6.598045825958252,12.320695400238037,9.606691042582193,2,0,5.703782474656201,9.20029003612268,3.58351893845611,5.616771097666572,-2.0332521592104618,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"le dame descend, les dames descend",childes,simple_agrmt,dame,dames,descend,descend,1.3381872177124023,0.508936882019043,0.8061332702636719,0.8844191233317057,-2,0,7.255591274253664,9.20029003612268,5.616771097666572,3.58351893845611,2.0332521592104618,5.176149732573829,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"les dames descendent, le dame descendent",childes,simple_agrmt,dames,dame,descendent,descendent,5.324641704559326,5.014219760894775,8.22634506225586,6.18840217590332,2,0,7.255591274253664,9.20029003612268,3.58351893845611,5.616771097666572,-2.0332521592104618,2.0794415416798357,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"le dame attend, les dames attend",childes,simple_agrmt,dame,dames,attend,attend,-0.20742511749267578,-0.5791387557983398,-0.6047935485839844,-0.4637858072916667,-2,0,8.066207568006265,9.20029003612268,5.616771097666572,3.58351893845611,2.0332521592104618,5.501258210544727,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"les dames attendent, le dame attendent",childes,simple_agrmt,dames,dame,attendent,attendent,5.0655412673950195,4.900883674621582,7.9726972579956055,5.979707400004069,2,0,8.066207568006265,9.20029003612268,3.58351893845611,5.616771097666572,-2.0332521592104618,2.5649493574615367,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"le dame arrive, les dames arrive",childes,simple_agrmt,dame,dames,arrive,arrive,3.441049575805664,1.8370943069458008,2.650310516357422,2.6428181330362954,-2,0,10.547680805518146,9.20029003612268,5.616771097666572,3.58351893845611,2.0332521592104618,6.834108738813838,0.0,0.0,1.9459101490553132,0.0,0.0,0.0,0.0
"les dames arrivent, le dame arrivent",childes,simple_agrmt,dames,dame,arrivent,arrivent,4.527712345123291,4.746227741241455,3.6640663146972656,4.312668800354004,2,0,10.547680805518146,9.20029003612268,3.58351893845611,5.616771097666572,-2.0332521592104618,3.713572066704308,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"le dame met, les dames met",childes,simple_agrmt,dame,dames,met,met,2.4826087951660156,1.4930524826049805,0.7562131881713867,1.577291488647461,-2,0,11.708410008290464,9.20029003612268,5.616771097666572,3.58351893845611,2.0332521592104618,7.5652752818989315,0.0,0.0,4.143134726391533,0.0,0.0,0.0,0.0
"les dames mettent, le dame mettent",childes,simple_agrmt,dames,dame,mettent,mettent,6.943416595458984,7.2785725593566895,7.4781813621521,7.233390172322591,2,0,11.708410008290464,9.20029003612268,3.58351893845611,5.616771097666572,-2.0332521592104618,4.143134726391533,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"l'enfant poursuit, les enfants poursuit",childes,simple_agrmt,enfant,enfants,poursuit,poursuit,-3.099547863006592,-0.2847785949707031,-1.6644916534423828,-1.6829393704732258,-3,1,1.5040773967762742,11.332601910838946,5.117993812416755,6.214608098422191,-1.096614286005436,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"les enfants poursuivent, l'enfant poursuivent",childes,simple_agrmt,enfants,enfant,poursuivent,poursuivent,5.205764293670654,1.6710171699523926,2.8034138679504395,3.226731777191162,3,-1,1.5040773967762742,11.332601910838946,6.214608098422191,5.117993812416755,1.096614286005436,0.4054651081081644,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"l'enfant grandit, les enfants grandit",childes,simple_agrmt,enfant,enfants,grandit,grandit,3.0917787551879883,3.3363046646118164,3.6422119140625,3.356765111287435,-3,1,3.295836866004329,11.332601910838946,5.117993812416755,6.214608098422191,-1.096614286005436,2.8903717578961645,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"les enfants grandissent, l'enfant grandissent",childes,simple_agrmt,enfants,enfant,grandissent,grandissent,8.058954238891602,5.6250410079956055,3.6851768493652344,5.789724032084147,3,-1,3.295836866004329,11.332601910838946,6.214608098422191,5.117993812416755,1.096614286005436,0.4054651081081644,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"l'enfant apprend, les enfants apprend",childes,simple_agrmt,enfant,enfants,apprend,apprend,2.072331428527832,3.1550025939941406,1.9569530487060547,2.3947623570760093,-3,1,5.703782474656201,11.332601910838946,5.117993812416755,6.214608098422191,-1.096614286005436,4.0943445622221,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"les enfants apprennent, l'enfant apprennent",childes,simple_agrmt,enfants,enfant,apprennent,apprennent,5.952855110168457,2.276111602783203,2.69527530670166,3.641414006551107,3,-1,5.703782474656201,11.332601910838946,6.214608098422191,5.117993812416755,1.096614286005436,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"l'enfant descend, les enfants descend",childes,simple_agrmt,enfant,enfants,descend,descend,0.8511486053466797,3.4014625549316406,-0.4505958557128906,1.2673384348551433,-3,1,7.255591274253664,11.332601910838946,5.117993812416755,6.214608098422191,-1.096614286005436,5.176149732573829,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"les enfants descendent, l'enfant descendent",childes,simple_agrmt,enfants,enfant,descendent,descendent,4.934032917022705,1.3976869583129883,6.624996662139893,4.318905512491862,3,-1,7.255591274253664,11.332601910838946,6.214608098422191,5.117993812416755,1.096614286005436,2.0794415416798357,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"l'enfant attend, les enfants attend",childes,simple_agrmt,enfant,enfants,attend,attend,-0.37056922912597656,1.2952690124511719,0.7259969711303711,0.5502322514851888,-3,1,8.066207568006265,11.332601910838946,5.117993812416755,6.214608098422191,-1.096614286005436,5.501258210544727,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"les enfants attendent, l'enfant attendent",childes,simple_agrmt,enfants,enfant,attendent,attendent,3.2800941467285156,2.387683868408203,4.490846157073975,3.3862080574035645,3,-1,8.066207568006265,11.332601910838946,6.214608098422191,5.117993812416755,1.096614286005436,2.5649493574615367,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"l'enfant arrive, les enfants arrive",childes,simple_agrmt,enfant,enfants,arrive,arrive,1.875258445739746,4.182531356811523,0.3718223571777344,2.1432040532430015,-3,1,10.547680805518146,11.332601910838946,5.117993812416755,6.214608098422191,-1.096614286005436,6.834108738813838,0.0,0.0,1.9459101490553132,0.0,0.0,0.0,0.0
"les enfants arrivent, l'enfant arrivent",childes,simple_agrmt,enfants,enfant,arrivent,arrivent,3.8898372650146484,1.5372982025146484,3.255492687225342,2.894209384918213,3,-1,10.547680805518146,11.332601910838946,6.214608098422191,5.117993812416755,1.096614286005436,3.713572066704308,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"l'enfant met, les enfants met",childes,simple_agrmt,enfant,enfants,met,met,1.0081119537353516,1.1822786331176758,2.0999574661254883,1.4301160176595051,-3,1,11.708410008290464,11.332601910838946,5.117993812416755,6.214608098422191,-1.096614286005436,7.5652752818989315,0.0,0.0,4.143134726391533,0.0,0.0,0.0,0.0
"les enfants mettent, l'enfant mettent",childes,simple_agrmt,enfants,enfant,mettent,mettent,5.418127536773682,5.564472198486328,3.6149139404296875,4.8658378918965655,3,-1,11.708410008290464,11.332601910838946,6.214608098422191,5.117993812416755,1.096614286005436,4.143134726391533,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"le lapin poursuit, les lapins poursuit",childes,simple_agrmt,lapin,lapins,poursuit,poursuit,0.7304239273071289,-1.1828818321228027,-1.003138542175293,-0.4851988156636556,-2,0,1.5040773967762742,11.867518242704637,6.674561391814426,5.19295685089021,1.4816045409242156,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"les lapins poursuivent, le lapin poursuivent",childes,simple_agrmt,lapins,lapin,poursuivent,poursuivent,0.9765300750732422,2.7048239707946777,1.3971190452575684,1.692824363708496,2,0,1.5040773967762742,11.867518242704637,5.19295685089021,6.674561391814426,-1.4816045409242156,0.4054651081081644,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"le lapin grandit, les lapins grandit",childes,simple_agrmt,lapin,lapins,grandit,grandit,4.128450393676758,2.2609424591064453,3.1601295471191406,3.1831741333007812,-2,0,3.295836866004329,11.867518242704637,6.674561391814426,5.19295685089021,1.4816045409242156,2.8903717578961645,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"les lapins grandissent, le lapin grandissent",childes,simple_agrmt,lapins,lapin,grandissent,grandissent,4.125176429748535,7.746428489685059,4.544492244720459,5.472032388051351,2,0,3.295836866004329,11.867518242704637,5.19295685089021,6.674561391814426,-1.4816045409242156,0.4054651081081644,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"le lapin apprend, les lapins apprend",childes,simple_agrmt,lapin,lapins,apprend,apprend,3.7084760665893555,1.6755313873291016,2.2467174530029297,2.5435749689737954,-2,0,5.703782474656201,11.867518242704637,6.674561391814426,5.19295685089021,1.4816045409242156,4.0943445622221,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"les lapins apprennent, le lapin apprennent",childes,simple_agrmt,lapins,lapin,apprennent,apprennent,5.981395244598389,4.869521141052246,8.32755422592163,6.392823537190755,2,0,5.703782474656201,11.867518242704637,5.19295685089021,6.674561391814426,-1.4816045409242156,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"le lapin descend, les lapins descend",childes,simple_agrmt,lapin,lapins,descend,descend,1.4773950576782227,2.385256767272949,2.7070770263671875,2.1899096171061196,-2,0,7.255591274253664,11.867518242704637,6.674561391814426,5.19295685089021,1.4816045409242156,5.176149732573829,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"les lapins descendent, le lapin descendent",childes,simple_agrmt,lapins,lapin,descendent,descendent,4.0772223472595215,4.303088665008545,3.3867130279541016,3.9223413467407227,2,0,7.255591274253664,11.867518242704637,5.19295685089021,6.674561391814426,-1.4816045409242156,2.0794415416798357,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"le lapin attend, les lapins attend",childes,simple_agrmt,lapin,lapins,attend,attend,-0.618189811706543,0.04369163513183594,0.8379487991333008,0.08781687418619792,-2,0,8.066207568006265,11.867518242704637,6.674561391814426,5.19295685089021,1.4816045409242156,5.501258210544727,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"les lapins attendent, le lapin attendent",childes,simple_agrmt,lapins,lapin,attendent,attendent,5.2288594245910645,4.360138893127441,3.197021484375,4.262006600697835,2,0,8.066207568006265,11.867518242704637,5.19295685089021,6.674561391814426,-1.4816045409242156,2.5649493574615367,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"le lapin arrive, les lapins arrive",childes,simple_agrmt,lapin,lapins,arrive,arrive,4.351445198059082,2.9182186126708984,4.355438232421875,3.8750340143839517,-2,0,10.547680805518146,11.867518242704637,6.674561391814426,5.19295685089021,1.4816045409242156,6.834108738813838,0.0,0.0,1.9459101490553132,0.0,0.0,0.0,0.0
"les lapins arrivent, le lapin arrivent",childes,simple_agrmt,lapins,lapin,arrivent,arrivent,2.99776554107666,3.207962989807129,2.707972526550293,2.971233685811361,2,0,10.547680805518146,11.867518242704637,5.19295685089021,6.674561391814426,-1.4816045409242156,3.713572066704308,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"le lapin met, les lapins met",childes,simple_agrmt,lapin,lapins,met,met,0.5498075485229492,1.3891878128051758,2.3301925659179688,1.4230626424153645,-2,0,11.708410008290464,11.867518242704637,6.674561391814426,5.19295685089021,1.4816045409242156,7.5652752818989315,0.0,0.0,4.143134726391533,0.0,0.0,0.0,0.0
"les lapins mettent, le lapin mettent",childes,simple_agrmt,lapins,lapin,mettent,mettent,5.150559425354004,7.454562187194824,6.612346649169922,6.40582275390625,2,0,11.708410008290464,11.867518242704637,5.19295685089021,6.674561391814426,-1.4816045409242156,4.143134726391533,0.0,0.0,0.0,0.0,0.0,0.0,0.0
