sentence,de_childes_best_clm_42,de_childes_best_clm_30,de_childes_best_clm_13,de_wikipedia_best_clm_42,de_wikipedia_best_clm_30,de_wikipedia_best_clm_13,de_childes_convergence_clm_42,de_childes_convergence_clm_30,de_childes_convergence_clm_13,de_wikipedia_convergence_clm_42,de_wikipedia_convergence_clm_30,de_wikipedia_convergence_clm_13,de_childes_best_mlm_42,de_childes_best_mlm_30,de_childes_best_mlm_13,de_wikipedia_best_mlm_42,de_wikipedia_best_mlm_30,de_wikipedia_best_mlm_13
die lehrer schwimmen,-21.27179718017578,-24.80196762084961,-21.629446029663086,-22.897445678710938,-26.1990909576416,-21.855579376220703,-23.32796859741211,-26.692113876342773,-22.671932220458984,-25.05202865600586,-26.019729614257812,-23.048158645629883,-28.882923126220703,-30.964710235595703,-29.8140869140625,-32.795997619628906,-31.49112319946289,-28.362625122070312
die lehrer schwimmt,-22.423194885253906,-24.81468963623047,-21.51624298095703,-23.992576599121094,-27.222129821777344,-24.587173461914062,-25.097463607788086,-26.14621353149414,-24.09416961669922,-25.764949798583984,-27.34435272216797,-25.96548080444336,-33.64171600341797,-35.16802215576172,-31.607715606689453,-35.46431350708008,-36.520042419433594,-32.79404067993164
die lehrer sprechen,-18.148235321044922,-19.700897216796875,-17.955482482910156,-20.375389099121094,-23.442277908325195,-20.48716926574707,-19.51041603088379,-18.000194549560547,-17.959514617919922,-20.85097885131836,-24.176223754882812,-20.85778045654297,-17.322111129760742,-20.74276351928711,-20.495391845703125,-24.227333068847656,-23.026569366455078,-23.282052993774414
die lehrer spricht,-20.08407211303711,-19.49656105041504,-15.192282676696777,-23.58559799194336,-24.285114288330078,-22.400115966796875,-21.70071792602539,-19.95095443725586,-16.58782196044922,-24.323715209960938,-23.687347412109375,-23.35163116455078,-23.686725616455078,-25.914073944091797,-23.287382125854492,-27.645509719848633,-26.78171157836914,-26.91393280029297
die lehrer lachen,-19.505287170410156,-20.192033767700195,-20.704511642456055,-26.342809677124023,-27.34073257446289,-23.532337188720703,-20.730749130249023,-21.562944412231445,-19.081401824951172,-27.244117736816406,-27.007389068603516,-24.700708389282227,-24.45694351196289,-29.531600952148438,-28.431568145751953,-34.95136642456055,-29.679719924926758,-31.72249984741211
die lehrer lacht,-22.114395141601562,-22.186595916748047,-20.30157470703125,-32.16632080078125,-32.83653259277344,-28.3592586517334,-23.713294982910156,-22.71470832824707,-22.50481414794922,-32.26557159423828,-32.93650436401367,-29.10749053955078,-34.91425704956055,-33.12253189086914,-29.836414337158203,-31.681453704833984,-32.43268966674805,-32.22453689575195
die kunden sind alt,-20.685745239257812,-23.458187103271484,-20.122440338134766,-24.79485321044922,-25.22753143310547,-26.279361724853516,-24.1854248046875,-23.244890213012695,-23.65185546875,-24.78652572631836,-26.075115203857422,-25.400772094726562,-20.827510833740234,-24.590988159179688,-21.112777709960938,-18.079029083251953,-19.703065872192383,-20.498470306396484
die kunden ist alt,-24.52696990966797,-25.98769760131836,-23.51445770263672,-31.954877853393555,-31.266357421875,-34.29344940185547,-30.160560607910156,-27.636962890625,-29.348968505859375,-33.3192138671875,-32.00556182861328,-33.219669342041016,-21.921554565429688,-28.650691986083984,-24.731067657470703,-22.449176788330078,-25.663127899169922,-24.45339012145996
die kunden sind jung,-20.906171798706055,-25.88961410522461,-22.977108001708984,-25.151676177978516,-24.73002052307129,-25.955978393554688,-24.413114547729492,-26.76871109008789,-26.673137664794922,-25.437002182006836,-25.93243408203125,-25.51602554321289,-22.4842586517334,-25.520431518554688,-24.199684143066406,-21.637771606445312,-22.20111656188965,-20.735675811767578
die kunden ist jung,-24.7796688079834,-29.418411254882812,-27.074378967285156,-32.405521392822266,-31.07746124267578,-34.70210647583008,-30.104534149169922,-31.32086181640625,-31.73511505126953,-33.15629196166992,-32.04434585571289,-34.071319580078125,-25.08114242553711,-30.108646392822266,-26.95926856994629,-28.540607452392578,-28.04340362548828,-25.431682586669922
die kunden sind klein,-20.745468139648438,-23.321081161499023,-20.50444984436035,-23.79212188720703,-22.88885498046875,-22.898658752441406,-25.841106414794922,-24.329608917236328,-23.464035034179688,-24.44626235961914,-23.582780838012695,-22.382118225097656,-21.63060188293457,-21.171722412109375,-20.130521774291992,-17.777109146118164,-18.393840789794922,-18.70049476623535
die kunden ist klein,-25.01424217224121,-27.66314697265625,-25.82761573791504,-30.532516479492188,-29.481124877929688,-32.00295639038086,-30.509288787841797,-31.341663360595703,-31.143718719482422,-32.14957809448242,-30.041072845458984,-31.432872772216797,-24.54019546508789,-25.042964935302734,-25.30076789855957,-22.865371704101562,-24.588743209838867,-23.008708953857422
die kunden sind groß,-19.285133361816406,-23.110218048095703,-21.35601234436035,-23.38491439819336,-22.02788543701172,-23.203109741210938,-23.626131057739258,-23.068323135375977,-24.230361938476562,-24.306753158569336,-22.816364288330078,-23.066394805908203,-20.47064971923828,-19.772409439086914,-20.851177215576172,-17.811248779296875,-18.433135986328125,-19.546316146850586
die kunden ist groß,-22.881399154663086,-26.235286712646484,-24.426923751831055,-29.871891021728516,-29.034812927246094,-31.690799713134766,-27.918102264404297,-28.34254264831543,-28.991901397705078,-31.76510238647461,-29.28390884399414,-31.013389587402344,-23.94259262084961,-24.0758056640625,-24.729562759399414,-23.649028778076172,-24.229902267456055,-22.3963565826416
die kunden schwimmen,-20.962158203125,-24.031932830810547,-19.736299514770508,-19.666912078857422,-20.58881950378418,-20.699573516845703,-25.244029998779297,-26.106782913208008,-23.410076141357422,-18.789833068847656,-21.807252883911133,-20.866600036621094,-22.532649993896484,-28.41573715209961,-29.293312072753906,-22.825143814086914,-21.156959533691406,-20.05706024169922
die kunden schwimmt,-22.292102813720703,-27.219335556030273,-21.407135009765625,-22.715627670288086,-24.775896072387695,-23.36417007446289,-28.795581817626953,-28.786048889160156,-25.068687438964844,-23.740482330322266,-26.101062774658203,-23.169967651367188,-26.45714569091797,-29.797836303710938,-31.867353439331055,-24.193143844604492,-26.63338279724121,-24.31540298461914
die kunden sprechen,-22.911090850830078,-23.453079223632812,-20.317445755004883,-20.191465377807617,-21.84585189819336,-20.03534507751465,-26.44477081298828,-24.210308074951172,-22.43655776977539,-18.72177505493164,-23.510175704956055,-19.705549240112305,-23.59867286682129,-24.04347038269043,-24.689777374267578,-20.220537185668945,-21.085391998291016,-19.5859432220459
die kunden spricht,-23.4444637298584,-24.157119750976562,-22.994197845458984,-25.358901977539062,-21.76978302001953,-23.478496551513672,-27.210979461669922,-25.51911163330078,-24.239341735839844,-24.89754867553711,-21.776466369628906,-22.61945915222168,-29.314903259277344,-32.05656433105469,-22.1361141204834,-23.26374626159668,-26.229141235351562,-22.40378761291504
die kunden lachen,-20.97495460510254,-24.8072509765625,-22.057823181152344,-24.466522216796875,-24.68181037902832,-23.923551559448242,-24.654144287109375,-26.072872161865234,-24.733272552490234,-24.990520477294922,-25.919898986816406,-25.444530487060547,-24.457433700561523,-23.58655548095703,-22.853668212890625,-26.729930877685547,-25.385164260864258,-26.036937713623047
die kunden lacht,-23.564226150512695,-27.01553726196289,-23.19072723388672,-29.297039031982422,-30.213090896606445,-28.192981719970703,-26.891916275024414,-28.83348846435547,-27.43035125732422,-28.79943084716797,-31.561664581298828,-30.471649169921875,-29.430906295776367,-33.5148811340332,-29.671875,-26.208690643310547,-27.26154136657715,-26.277462005615234
die polizisten sind alt,-20.700664520263672,-22.169015884399414,-20.54228973388672,-20.851646423339844,-21.122682571411133,-21.286651611328125,-22.990262985229492,-27.23159408569336,-23.949756622314453,-19.659177780151367,-20.851137161254883,-21.03429412841797,-17.07888412475586,-19.4788818359375,-16.987987518310547,-21.724693298339844,-21.42877960205078,-24.855472564697266
die polizisten ist alt,-23.300247192382812,-23.553688049316406,-22.21527671813965,-28.48539161682129,-27.356842041015625,-26.676082611083984,-29.530210494995117,-25.788448333740234,-26.628543853759766,-28.137514114379883,-27.364316940307617,-26.23821258544922,-20.444002151489258,-23.570823669433594,-22.162269592285156,-25.706920623779297,-26.482864379882812,-31.267641067504883
die polizisten sind jung,-21.56134796142578,-22.85445213317871,-22.82188606262207,-21.075164794921875,-20.923221588134766,-20.821773529052734,-22.637279510498047,-28.895950317382812,-25.506580352783203,-19.37749481201172,-21.08884048461914,-21.00177764892578,-15.682948112487793,-19.62665557861328,-21.27613639831543,-25.380094528198242,-24.094091415405273,-25.044361114501953
die polizisten ist jung,-24.51248550415039,-25.040170669555664,-26.385597229003906,-28.240896224975586,-26.764698028564453,-27.97989273071289,-28.532669067382812,-28.31034278869629,-30.42122459411621,-26.836183547973633,-26.629236221313477,-27.840526580810547,-19.736282348632812,-24.590648651123047,-25.16213035583496,-31.558563232421875,-29.34242820739746,-31.468612670898438
die polizisten sind klein,-20.11199378967285,-20.895565032958984,-20.557207107543945,-20.937931060791016,-19.680118560791016,-18.126380920410156,-23.355941772460938,-27.558454513549805,-24.13239860534668,-20.12153434753418,-19.536474227905273,-18.46768569946289,-18.231182098388672,-21.205318450927734,-20.602397918701172,-21.8201961517334,-21.00981903076172,-24.027971267700195
die polizisten ist klein,-23.654804229736328,-24.137067794799805,-24.589736938476562,-27.825082778930664,-25.693775177001953,-25.482603073120117,-29.327045440673828,-28.15827751159668,-29.228374481201172,-27.83998680114746,-25.4569149017334,-25.327070236206055,-23.392044067382812,-27.34640884399414,-28.595661163330078,-26.858097076416016,-26.33114242553711,-29.962337493896484
die polizisten sind groß,-19.700523376464844,-20.73471450805664,-20.55029296875,-20.149913787841797,-18.35870933532715,-17.848527908325195,-23.2593936920166,-26.68242073059082,-24.703847885131836,-19.590686798095703,-17.493043899536133,-18.39810562133789,-17.609342575073242,-19.706832885742188,-20.674041748046875,-22.59493637084961,-19.973546981811523,-24.351913452148438
die polizisten ist groß,-21.968143463134766,-22.37247657775879,-22.406068801879883,-26.730403900146484,-25.454769134521484,-24.612258911132812,-27.97615623474121,-24.887371063232422,-26.809019088745117,-26.968093872070312,-24.641210556030273,-24.403045654296875,-21.84780502319336,-24.33704376220703,-25.821815490722656,-28.435550689697266,-25.462894439697266,-29.190364837646484
die polizisten schwimmen,-21.104320526123047,-20.91057586669922,-20.303569793701172,-14.999805450439453,-16.10428237915039,-16.51544952392578,-26.08631134033203,-24.654512405395508,-22.240488052368164,-15.421836853027344,-15.292707443237305,-16.166282653808594,-30.858617782592773,-22.75857925415039,-25.234399795532227,-23.911727905273438,-25.073928833007812,-27.747262954711914
die polizisten schwimmt,-22.419681549072266,-22.42990493774414,-22.089035034179688,-19.018844604492188,-18.492599487304688,-20.63282012939453,-26.47347640991211,-25.610794067382812,-24.840831756591797,-19.062213897705078,-18.608287811279297,-20.865047454833984,-32.83970260620117,-27.965042114257812,-27.781505584716797,-27.715625762939453,-29.878009796142578,-31.69296646118164
die polizisten sprechen,-19.696395874023438,-19.664297103881836,-18.33804702758789,-14.45158576965332,-15.547956466674805,-15.8706693649292,-23.45471954345703,-23.74976921081543,-18.48338508605957,-13.996200561523438,-15.99850845336914,-15.98565673828125,-22.038272857666016,-21.291078567504883,-22.97249412536621,-21.91231918334961,-20.141796112060547,-22.603679656982422
die polizisten spricht,-20.350513458251953,-19.584518432617188,-21.02069854736328,-18.99980354309082,-18.524276733398438,-18.870044708251953,-23.668682098388672,-23.656970977783203,-24.814918518066406,-19.82483673095703,-18.143085479736328,-18.937559127807617,-23.50537109375,-27.539974212646484,-24.300113677978516,-26.983455657958984,-28.050914764404297,-29.15660858154297
die polizisten lachen,-20.716310501098633,-19.099815368652344,-19.14737892150879,-20.544414520263672,-18.937244415283203,-18.92011833190918,-25.16135597229004,-23.791242599487305,-18.98311996459961,-21.314319610595703,-18.035602569580078,-20.555130004882812,-24.180004119873047,-24.278331756591797,-22.60770034790039,-27.24445915222168,-27.77082061767578,-31.85531997680664
die polizisten lacht,-21.580928802490234,-20.212379455566406,-22.563764572143555,-24.189294815063477,-25.235904693603516,-24.179317474365234,-25.967998504638672,-24.864166259765625,-26.308805465698242,-23.23740005493164,-23.94247817993164,-26.093677520751953,-26.092166900634766,-29.677080154418945,-23.23141098022461,-26.731430053710938,-29.13636016845703,-32.692649841308594
die piloten sind alt,-20.82693099975586,-20.948274612426758,-17.637866973876953,-24.761375427246094,-25.06182098388672,-26.67975616455078,-20.234054565429688,-21.146526336669922,-19.741512298583984,-25.840717315673828,-25.016036987304688,-25.749805450439453,-24.434429168701172,-25.179916381835938,-22.746082305908203,-19.223819732666016,-17.389198303222656,-24.13336944580078
die piloten ist alt,-23.539514541625977,-24.21402359008789,-22.389007568359375,-29.699443817138672,-31.825942993164062,-34.54937744140625,-26.361682891845703,-24.297992706298828,-25.5992374420166,-32.192291259765625,-32.48196029663086,-32.83218765258789,-28.7569580078125,-32.760040283203125,-27.94548797607422,-24.587249755859375,-24.591049194335938,-29.88632583618164
die piloten sind jung,-22.80740737915039,-22.569564819335938,-20.828495025634766,-24.649269104003906,-25.266185760498047,-26.138080596923828,-22.425228118896484,-22.738628387451172,-23.50167465209961,-25.365570068359375,-26.218364715576172,-25.506765365600586,-27.759540557861328,-26.58154296875,-28.686397552490234,-21.494388580322266,-20.52652359008789,-23.133544921875
die piloten ist jung,-25.470916748046875,-26.90119743347168,-26.65148162841797,-29.49032211303711,-32.08458709716797,-34.65879440307617,-28.756793975830078,-27.400177001953125,-29.244979858398438,-31.062753677368164,-33.20099639892578,-33.0179443359375,-33.64659881591797,-35.17430877685547,-33.675514221191406,-29.06730842590332,-27.749401092529297,-28.87952423095703
die piloten sind klein,-20.096567153930664,-20.090782165527344,-17.955795288085938,-22.270977020263672,-22.40184783935547,-22.528610229492188,-19.804359436035156,-19.79436492919922,-20.744457244873047,-23.218280792236328,-22.44875144958496,-22.21969985961914,-23.755573272705078,-22.62281036376953,-20.127302169799805,-18.194700241088867,-14.948755264282227,-20.864215850830078
die piloten ist klein,-23.009998321533203,-24.870216369628906,-24.396358489990234,-27.32253646850586,-29.633852005004883,-30.83043670654297,-25.695133209228516,-25.91192626953125,-27.78248405456543,-29.6717586517334,-30.391891479492188,-29.448925018310547,-30.25167465209961,-29.83835220336914,-25.99837875366211,-24.148086547851562,-22.56418228149414,-26.445274353027344
die piloten sind groß,-18.444055557250977,-19.712360382080078,-18.397750854492188,-21.497085571289062,-21.01961898803711,-22.722721099853516,-18.55413246154785,-20.39697265625,-21.735340118408203,-22.789085388183594,-20.730972290039062,-22.17873764038086,-21.1942195892334,-21.92120933532715,-19.09217071533203,-18.614810943603516,-15.744483947753906,-22.120601654052734
die piloten ist groß,-20.177303314208984,-22.88383674621582,-22.57733726501465,-26.242416381835938,-28.628320693969727,-30.34256362915039,-23.05734634399414,-24.19676971435547,-26.041893005371094,-28.658985137939453,-28.583271026611328,-28.290206909179688,-26.732250213623047,-29.68834114074707,-22.52585220336914,-24.878570556640625,-22.868976593017578,-26.197948455810547
die piloten schwimmen,-18.684200286865234,-21.13213348388672,-19.166183471679688,-19.187423706054688,-20.08114242553711,-20.573503494262695,-17.742977142333984,-24.987586975097656,-19.368850708007812,-20.108604431152344,-20.45647430419922,-19.979360580444336,-25.208715438842773,-28.471195220947266,-25.06386947631836,-23.117969512939453,-23.202438354492188,-23.227191925048828
die piloten schwimmt,-21.055946350097656,-23.736236572265625,-21.087448120117188,-21.61295509338379,-24.938207626342773,-24.84154510498047,-22.895139694213867,-24.420337677001953,-22.38541030883789,-23.125926971435547,-25.931442260742188,-24.16089630126953,-27.184900283813477,-29.191120147705078,-25.09324836730957,-25.786815643310547,-27.73943519592285,-26.987369537353516
die piloten sprechen,-22.524612426757812,-23.103248596191406,-20.597457885742188,-21.178836822509766,-19.132221221923828,-22.303680419921875,-23.026023864746094,-20.692514419555664,-21.417373657226562,-21.374141693115234,-20.357555389404297,-22.39469337463379,-32.873722076416016,-32.07011413574219,-31.997024536132812,-23.588497161865234,-21.49146270751953,-24.387466430664062
die piloten spricht,-21.729759216308594,-23.767728805541992,-23.61570930480957,-22.595714569091797,-23.105613708496094,-24.926715850830078,-23.21738052368164,-22.632301330566406,-23.81608772277832,-24.502063751220703,-24.296905517578125,-24.079360961914062,-32.70420455932617,-34.98190689086914,-33.099605560302734,-26.507402420043945,-24.953800201416016,-28.725618362426758
die piloten lachen,-20.205087661743164,-22.115859985351562,-20.561012268066406,-23.96198844909668,-24.84610366821289,-23.797954559326172,-21.6580810546875,-22.03183937072754,-22.70159149169922,-25.11807632446289,-25.9907283782959,-24.547771453857422,-28.39205551147461,-33.32932662963867,-27.548233032226562,-28.64037322998047,-26.449661254882812,-29.904457092285156
die piloten lacht,-23.503904342651367,-24.250024795532227,-22.387081146240234,-27.652305603027344,-29.070510864257812,-29.20745086669922,-25.647037506103516,-23.248268127441406,-23.89325714111328,-28.490076065063477,-29.83206558227539,-31.067276000976562,-30.774600982666016,-35.23038864135742,-27.955482482910156,-27.161083221435547,-27.720754623413086,-30.20794677734375
die berater sind alt,-35.634552001953125,-38.97263717651367,-40.9190788269043,-30.214584350585938,-27.799068450927734,-28.431438446044922,-38.722633361816406,-45.99867630004883,-39.759273529052734,-31.58529281616211,-29.07918930053711,-29.91339874267578,-32.39570999145508,-33.2689094543457,-32.5598030090332,-21.979171752929688,-22.704118728637695,-24.130054473876953
die berater ist alt,-35.37724304199219,-35.87271499633789,-37.02492904663086,-33.0195426940918,-31.934959411621094,-30.549602508544922,-39.814292907714844,-40.1578369140625,-38.84314727783203,-35.43397903442383,-33.02373123168945,-32.925716400146484,-31.451326370239258,-35.95349884033203,-35.22217559814453,-24.659912109375,-25.043968200683594,-25.403247833251953
die berater sind jung,-36.27950668334961,-39.64250946044922,-41.67021179199219,-29.975496292114258,-28.378753662109375,-27.975685119628906,-38.35269546508789,-46.8966178894043,-42.76079559326172,-30.897016525268555,-29.652915954589844,-29.69426727294922,-34.90591049194336,-35.192237854003906,-37.25236129760742,-26.349781036376953,-25.68086051940918,-23.979822158813477
die berater ist jung,-35.99808883666992,-38.064300537109375,-39.65031433105469,-32.752403259277344,-32.36440658569336,-30.984346389770508,-39.749515533447266,-43.76343536376953,-43.11269760131836,-34.27798080444336,-33.4925422668457,-33.3253288269043,-35.109283447265625,-39.92483139038086,-39.778194427490234,-32.066402435302734,-29.041688919067383,-26.081377029418945
die berater sind klein,-37.164703369140625,-37.699485778808594,-38.94119644165039,-29.511024475097656,-26.69309425354004,-24.46837615966797,-41.55292892456055,-43.907291412353516,-37.648250579833984,-30.71017837524414,-27.742950439453125,-27.396533966064453,-38.75509262084961,-34.59950637817383,-32.02448272705078,-21.270719528198242,-20.885684967041016,-21.589332580566406
die berater ist klein,-36.11884689331055,-36.623741149902344,-37.642364501953125,-31.843496322631836,-31.575687408447266,-28.30311393737793,-41.41862106323242,-42.799713134765625,-39.708091735839844,-34.36150360107422,-32.812355041503906,-31.457088470458984,-39.23672103881836,-38.018123626708984,-37.10358428955078,-25.401399612426758,-23.49810791015625,-22.816024780273438
die berater sind groß,-35.52992630004883,-37.519596099853516,-40.50327682495117,-29.0744571685791,-24.626991271972656,-25.613853454589844,-39.438629150390625,-42.38203430175781,-39.4688720703125,-30.336523056030273,-25.082765579223633,-28.503225326538086,-36.54379653930664,-33.23677444458008,-31.447114944458008,-22.383251190185547,-21.643451690673828,-22.26039695739746
die berater ist groß,-34.00695037841797,-34.983299255371094,-36.98523712158203,-30.94466781616211,-30.07271957397461,-28.581680297851562,-38.504554748535156,-39.42845153808594,-37.042781829833984,-33.51247787475586,-30.199954986572266,-31.571861267089844,-36.910926818847656,-37.161834716796875,-33.9431266784668,-26.930477142333984,-24.540388107299805,-22.868545532226562
die berater schwimmen,-36.43782043457031,-35.33529281616211,-36.319435119628906,-21.27950096130371,-25.60788345336914,-25.302452087402344,-39.4359016418457,-39.194664001464844,-37.6370849609375,-22.173828125,-25.968589782714844,-27.0068359375,-38.480072021484375,-38.03217315673828,-36.82578659057617,-30.23251724243164,-28.465831756591797,-27.10795783996582
die berater schwimmt,-37.49494934082031,-37.00048065185547,-37.26014709472656,-24.01351547241211,-27.36396026611328,-25.881267547607422,-40.40608215332031,-42.862327575683594,-40.444129943847656,-24.718475341796875,-27.963455200195312,-29.452871322631836,-37.89743423461914,-38.10976028442383,-34.76119613647461,-34.172325134277344,-31.37563705444336,-31.282958984375
die berater sprechen,-38.403831481933594,-36.9151611328125,-37.49216079711914,-21.915481567382812,-21.343753814697266,-21.387855529785156,-42.66501998901367,-42.976768493652344,-39.67512512207031,-23.47140121459961,-21.37948226928711,-22.881969451904297,-40.35783386230469,-38.7332763671875,-36.517250061035156,-26.32514190673828,-24.69241714477539,-25.368972778320312
die berater spricht,-39.06221389770508,-37.12898254394531,-36.173526763916016,-25.36349105834961,-25.199909210205078,-24.003982543945312,-44.63420104980469,-42.36968231201172,-36.08169174194336,-26.462203979492188,-24.619972229003906,-26.29007339477539,-42.98870086669922,-40.63756561279297,-33.56233215332031,-30.23922348022461,-27.50693130493164,-25.78240394592285
die berater lachen,-36.40871047973633,-37.77688217163086,-38.29866027832031,-25.858034133911133,-26.861677169799805,-26.937503814697266,-37.9891242980957,-43.15801239013672,-39.79431915283203,-27.987516403198242,-26.39246368408203,-30.103965759277344,-42.59535217285156,-39.5262451171875,-39.345794677734375,-32.22422790527344,-31.388813018798828,-32.291038513183594
die berater lacht,-36.877254486083984,-36.48235321044922,-39.049652099609375,-30.041667938232422,-32.81682586669922,-29.891773223876953,-38.745948791503906,-43.207008361816406,-42.770294189453125,-29.670337677001953,-32.90188980102539,-33.04973602294922,-45.898738861083984,-39.061561584472656,-39.051239013671875,-30.963956832885742,-31.559261322021484,-31.897586822509766
der schriftsteller ist alt,-20.16336441040039,-23.797622680664062,-21.545419692993164,-23.186880111694336,-21.536880493164062,-23.018360137939453,-26.026521682739258,-19.614009857177734,-20.975570678710938,-23.993206024169922,-23.026639938354492,-22.908912658691406,-31.712934494018555,-29.368064880371094,-29.71541976928711,-14.918109893798828,-17.59228515625,-18.41321563720703
der schriftsteller sind alt,-27.966175079345703,-29.834653854370117,-26.620830535888672,-26.730953216552734,-25.020214080810547,-28.31997299194336,-34.48040008544922,-24.91396713256836,-23.883319854736328,-28.562288284301758,-25.627933502197266,-29.090560913085938,-40.172325134277344,-37.17001724243164,-35.38800811767578,-23.000154495239258,-23.94020652770996,-25.305423736572266
der schriftsteller ist jung,-22.305130004882812,-27.19778060913086,-24.89910316467285,-21.572965621948242,-20.420377731323242,-22.419536590576172,-26.22665023803711,-24.16529083251953,-23.822973251342773,-20.690567016601562,-21.424365997314453,-22.399505615234375,-34.03418731689453,-31.890480041503906,-30.31837272644043,-19.130977630615234,-20.928665161132812,-18.82434844970703
der schriftsteller sind jung,-28.685129165649414,-31.25071144104004,-28.268535614013672,-26.158161163330078,-24.760515213012695,-26.040245056152344,-34.21014404296875,-28.66987419128418,-25.488250732421875,-26.746110916137695,-25.332902908325195,-26.461349487304688,-40.36073303222656,-36.41949462890625,-35.43695831298828,-24.13042640686035,-26.46526336669922,-26.56375503540039
der schriftsteller ist klein,-21.09535026550293,-24.381317138671875,-22.424047470092773,-21.011003494262695,-20.86391830444336,-21.340810775756836,-25.029338836669922,-21.524747848510742,-20.303813934326172,-20.965185165405273,-21.895503997802734,-22.346229553222656,-32.419673919677734,-30.5214786529541,-30.013172149658203,-18.20799446105957,-16.820720672607422,-18.972530364990234
der schriftsteller sind klein,-28.461023330688477,-28.163267135620117,-25.741718292236328,-26.741979598999023,-23.64832878112793,-24.636165618896484,-34.43324279785156,-24.439863204956055,-21.192371368408203,-27.076801300048828,-24.066890716552734,-26.575077056884766,-38.485450744628906,-38.15545654296875,-35.5710563659668,-24.44698715209961,-23.388708114624023,-27.16448211669922
der schriftsteller ist groß,-19.610233306884766,-23.758358001708984,-20.892417907714844,-21.38191032409668,-21.247730255126953,-21.240676879882812,-24.285640716552734,-19.762657165527344,-18.10999298095703,-21.28509521484375,-21.952171325683594,-22.337112426757812,-31.397232055664062,-28.432483673095703,-28.527915954589844,-18.297767639160156,-15.776975631713867,-18.693384170532227
der schriftsteller sind groß,-28.021642684936523,-29.336591720581055,-26.355487823486328,-27.33250617980957,-24.485549926757812,-26.114303588867188,-33.545597076416016,-23.648738861083984,-23.018997192382812,-27.795711517333984,-24.73322868347168,-28.35666275024414,-38.824798583984375,-36.16630935668945,-35.72655487060547,-23.211219787597656,-22.08397102355957,-28.077484130859375
der schriftsteller schwimmt,-23.09659194946289,-27.071075439453125,-24.79751205444336,-18.874576568603516,-19.543773651123047,-19.94182777404785,-28.839134216308594,-24.92809295654297,-20.960744857788086,-19.516450881958008,-19.066883087158203,-19.876815795898438,-40.631256103515625,-40.76482009887695,-39.1917839050293,-28.941463470458984,-29.282604217529297,-29.20826530456543
der schriftsteller schwimmen,-27.510427474975586,-29.266311645507812,-26.23405647277832,-22.876819610595703,-22.55755615234375,-22.312963485717773,-34.230525970458984,-29.21502685546875,-22.271106719970703,-25.17201042175293,-23.526046752929688,-23.819007873535156,-39.310855865478516,-43.794742584228516,-40.23554229736328,-26.81548500061035,-25.315614700317383,-25.107254028320312
der schriftsteller spricht,-20.182226181030273,-23.945568084716797,-23.188560485839844,-17.168476104736328,-16.563018798828125,-16.877666473388672,-22.763446807861328,-19.414169311523438,-20.98177146911621,-17.100448608398438,-16.09712791442871,-18.148700714111328,-39.28806686401367,-34.25605773925781,-31.271116256713867,-19.849641799926758,-19.876388549804688,-21.748010635375977
der schriftsteller sprechen,-22.892776489257812,-25.59577178955078,-23.86298370361328,-21.017576217651367,-17.829116821289062,-17.478111267089844,-29.387081146240234,-23.266267776489258,-21.82966423034668,-21.325206756591797,-18.126070022583008,-18.16660499572754,-40.32634353637695,-39.20475769042969,-38.48536682128906,-22.51579475402832,-21.319679260253906,-24.10470962524414
der schriftsteller lacht,-20.94574737548828,-26.38300895690918,-24.38585090637207,-26.077627182006836,-27.414714813232422,-23.58510971069336,-27.438575744628906,-26.06920051574707,-21.380104064941406,-26.787311553955078,-26.1788387298584,-23.673078536987305,-45.31765365600586,-40.92702102661133,-42.58049392700195,-24.844572067260742,-24.665550231933594,-25.289644241333008
der schriftsteller lachen,-26.45130157470703,-27.01492691040039,-25.156078338623047,-23.796485900878906,-22.76211929321289,-22.207130432128906,-31.402145385742188,-24.81635284423828,-21.484039306640625,-24.597047805786133,-21.80480194091797,-23.081859588623047,-40.0910530090332,-40.42223358154297,-43.9859504699707,-28.165660858154297,-24.47909164428711,-28.408100128173828
der direktor ist alt,-27.51272964477539,-31.010372161865234,-29.926790237426758,-27.662677764892578,-24.908611297607422,-26.462284088134766,-29.904766082763672,-29.157968521118164,-28.919525146484375,-27.95339012145996,-26.730140686035156,-25.33342742919922,-38.734291076660156,-38.20342254638672,-36.901756286621094,-21.704456329345703,-22.724838256835938,-26.121482849121094
der direktor sind alt,-32.2988395690918,-37.11758041381836,-35.420799255371094,-31.644651412963867,-28.27474594116211,-32.53424072265625,-34.88929748535156,-34.07932662963867,-33.60411834716797,-32.45847702026367,-29.9887752532959,-32.13136672973633,-43.90062713623047,-44.249786376953125,-41.99809265136719,-29.19037437438965,-30.111572265625,-33.096473693847656
der direktor ist jung,-29.120361328125,-33.1740837097168,-33.267765045166016,-27.43027114868164,-24.923755645751953,-27.28652572631836,-29.424678802490234,-29.88629722595215,-33.0361442565918,-27.0476016998291,-25.72514533996582,-25.758817672729492,-42.16383361816406,-41.1854362487793,-42.04383850097656,-27.10230827331543,-27.388240814208984,-27.047521591186523
der direktor sind jung,-32.854068756103516,-36.70186996459961,-37.32501220703125,-31.786848068237305,-29.766677856445312,-32.042945861816406,-34.152374267578125,-33.978240966796875,-35.517250061035156,-31.94868278503418,-30.332990646362305,-31.337560653686523,-46.52798080444336,-43.28313446044922,-46.13044738769531,-30.427583694458008,-33.20143127441406,-33.37672424316406
