sentence,de_childes_best_clm_42,de_childes_best_clm_30,de_childes_best_clm_13,de_wikipedia_best_clm_42,de_wikipedia_best_clm_30,de_wikipedia_best_clm_13,de_childes_convergence_clm_42,de_childes_convergence_clm_30,de_childes_convergence_clm_13,de_wikipedia_convergence_clm_42,de_wikipedia_convergence_clm_30,de_wikipedia_convergence_clm_13,de_childes_best_mlm_42,de_childes_best_mlm_30,de_childes_best_mlm_13,de_wikipedia_best_mlm_42,de_wikipedia_best_mlm_30,de_wikipedia_best_mlm_13
der berater ist klein und ist groß,-43.01513671875,-39.84318542480469,-43.407569885253906,-42.94004821777344,-42.23711013793945,-39.417213439941406,-46.14068603515625,-43.89025115966797,-44.698856353759766,-46.18373489379883,-42.16537857055664,-43.372589111328125,-41.18738555908203,-37.580936431884766,-34.93939208984375,-25.595130920410156,-20.502750396728516,-24.173892974853516
der berater ist klein und sind groß,-49.04595947265625,-45.260040283203125,-50.39372253417969,-49.102516174316406,-46.214111328125,-46.282958984375,-53.35369110107422,-50.84784698486328,-53.631473541259766,-51.88407897949219,-47.16398620605469,-50.00965118408203,-44.54413604736328,-41.03533935546875,-40.451263427734375,-27.86398696899414,-22.92160987854004,-26.312294006347656
der berater ist klein und ist alt,-47.01215362548828,-42.90837860107422,-45.33823013305664,-44.40435028076172,-43.91025161743164,-41.67707061767578,-47.58656311035156,-47.698822021484375,-48.22348403930664,-47.434391021728516,-44.92403793334961,-45.287376403808594,-44.083248138427734,-45.3038215637207,-42.86807632446289,-25.123638153076172,-21.732036590576172,-24.86582374572754
der berater ist klein und sind alt,-53.12664794921875,-49.259483337402344,-53.15754699707031,-49.94318389892578,-48.21950912475586,-48.51748275756836,-56.95405578613281,-56.207035064697266,-58.234169006347656,-53.11609649658203,-49.88803482055664,-51.483055114746094,-48.57970428466797,-48.17457580566406,-46.169593811035156,-28.593467712402344,-24.04156494140625,-26.7077693939209
der berater ist klein und ist jung,-48.49523162841797,-44.725223541259766,-47.53791809082031,-44.885536193847656,-44.5960578918457,-41.796878814697266,-48.045753479003906,-51.726951599121094,-50.63782501220703,-46.88727569580078,-45.51689529418945,-45.224082946777344,-43.15730667114258,-44.98189163208008,-42.93170928955078,-30.65742301940918,-25.755416870117188,-26.57159996032715
der berater ist klein und sind jung,-53.37007141113281,-49.227962493896484,-53.90261459350586,-50.371910095214844,-48.639808654785156,-47.86012649536133,-54.98365783691406,-56.52983093261719,-58.48666763305664,-52.813926696777344,-50.31734085083008,-51.09892272949219,-47.43703842163086,-46.314823150634766,-45.79962921142578,-32.329505920410156,-27.18697166442871,-27.600069046020508
der schriftsteller ist groß und schwimmt,-35.65934753417969,-37.32058334350586,-37.22725296020508,-32.817832946777344,-32.40131378173828,-35.610191345214844,-42.80330276489258,-37.677188873291016,-38.77918243408203,-34.10917282104492,-32.73189163208008,-35.50691223144531,-46.69463348388672,-47.56562042236328,-45.451961517333984,-32.17613220214844,-30.386512756347656,-33.25284957885742
der schriftsteller ist groß und schwimmen,-34.372249603271484,-37.48122787475586,-37.57419204711914,-33.213287353515625,-34.05924606323242,-35.16311264038086,-40.444950103759766,-36.58814239501953,-38.88377380371094,-35.553768157958984,-33.90168762207031,-36.00053405761719,-45.30785369873047,-43.43705749511719,-41.355445861816406,-28.599315643310547,-26.004047393798828,-28.062728881835938
der schriftsteller ist groß und lacht,-31.79943084716797,-35.027496337890625,-33.138065338134766,-40.845001220703125,-41.9528694152832,-40.57734680175781,-37.72658157348633,-32.76520538330078,-33.294708251953125,-43.20241165161133,-42.52165222167969,-42.04951858520508,-46.06013107299805,-46.4785041809082,-43.24608612060547,-33.20994186401367,-30.27501678466797,-31.288898468017578
der schriftsteller ist groß und lachen,-34.286460876464844,-36.88616943359375,-35.866485595703125,-39.44477081298828,-37.675655364990234,-37.99258804321289,-44.28273010253906,-33.65118408203125,-35.94029235839844,-42.31583786010742,-38.83892059326172,-41.58183670043945,-42.51993942260742,-41.2617301940918,-38.22398376464844,-33.97586441040039,-30.524654388427734,-33.35417556762695
der schriftsteller ist groß und spricht,-34.83523941040039,-35.99113464355469,-35.6319580078125,-31.964340209960938,-31.67162322998047,-29.538524627685547,-40.96488571166992,-34.15748977661133,-35.99372100830078,-33.07378005981445,-32.306602478027344,-31.933225631713867,-45.535396575927734,-39.66887283325195,-37.88616180419922,-24.771026611328125,-24.839813232421875,-25.301746368408203
der schriftsteller ist groß und sprechen,-35.33789825439453,-40.16069793701172,-39.167884826660156,-35.0439453125,-35.02616500854492,-32.36751174926758,-42.130592346191406,-38.78000259399414,-38.018699645996094,-35.593868255615234,-36.217041015625,-33.98277282714844,-43.1102180480957,-40.194671630859375,-39.814697265625,-22.09636878967285,-20.171981811523438,-21.731521606445312
der schriftsteller ist groß und ist klein,-31.08084487915039,-33.73461151123047,-30.910659790039062,-37.132530212402344,-36.662662506103516,-35.163307189941406,-35.05473709106445,-31.989696502685547,-31.315353393554688,-38.2360725402832,-36.9661865234375,-38.60062789916992,-36.6552734375,-34.61309051513672,-33.160316467285156,-23.35379981994629,-19.6396541595459,-23.53627586364746
der schriftsteller ist groß und sind klein,-35.70059585571289,-37.675262451171875,-36.20675277709961,-41.77166748046875,-41.05332565307617,-40.587669372558594,-41.2013053894043,-37.14044189453125,-38.34983444213867,-43.06393051147461,-41.154930114746094,-43.15809631347656,-38.245216369628906,-37.63639450073242,-33.91160583496094,-27.119518280029297,-22.657711029052734,-26.625476837158203
der schriftsteller ist groß und ist groß,-30.05852699279785,-32.583656311035156,-30.200611114501953,-36.12806701660156,-37.25294494628906,-35.109222412109375,-35.66994857788086,-30.754558563232422,-30.69115447998047,-37.59328842163086,-37.178871154785156,-37.80024337768555,-30.03673553466797,-28.892972946166992,-29.302364349365234,-23.50587272644043,-18.953519821166992,-23.22486114501953
der schriftsteller ist groß und sind groß,-35.46798324584961,-37.534793853759766,-36.70648956298828,-40.68028259277344,-41.97795867919922,-41.243858337402344,-41.697303771972656,-35.76420974731445,-38.385475158691406,-41.55216598510742,-42.09832000732422,-44.16965103149414,-32.94054412841797,-32.1435432434082,-33.00746154785156,-26.53838539123535,-21.732486724853516,-26.65768814086914
der schriftsteller ist groß und ist alt,-33.6428337097168,-36.582366943359375,-34.26911926269531,-37.77283477783203,-37.32452392578125,-36.45167541503906,-38.59868240356445,-34.22132873535156,-37.0042724609375,-39.73824691772461,-37.985084533691406,-38.40704345703125,-39.561824798583984,-41.53050231933594,-39.33673858642578,-21.776931762695312,-20.247100830078125,-22.351558685302734
der schriftsteller ist groß und sind alt,-39.000999450683594,-41.8597297668457,-40.53908920288086,-41.60582733154297,-42.35655975341797,-42.76620864868164,-44.95817565917969,-39.80165481567383,-45.03720474243164,-43.4714241027832,-43.016357421875,-44.72057342529297,-42.117271423339844,-42.806678771972656,-40.67595672607422,-26.299211502075195,-23.20185089111328,-25.120067596435547
der schriftsteller ist groß und ist jung,-37.02172088623047,-39.724365234375,-36.63421630859375,-36.745758056640625,-36.52781677246094,-35.82902526855469,-39.391700744628906,-39.73075866699219,-39.473388671875,-37.07352066040039,-36.49810791015625,-37.59346008300781,-42.29235076904297,-40.817970275878906,-40.589088439941406,-27.09764289855957,-23.97976303100586,-24.517436981201172
der schriftsteller ist groß und sind jung,-40.748931884765625,-43.60728454589844,-41.75103759765625,-40.98070526123047,-41.664798736572266,-40.7312126159668,-44.21721649169922,-44.92488479614258,-44.72689437866211,-41.814945220947266,-41.849700927734375,-42.50261306762695,-43.642601013183594,-40.22490692138672,-41.4807014465332,-29.396255493164062,-26.027313232421875,-26.66876220703125
der direktor ist groß und schwimmt,-41.21391296386719,-43.311038970947266,-42.090293884277344,-36.51078796386719,-33.708438873291016,-37.3694953918457,-45.36851119995117,-44.97441482543945,-42.706031799316406,-37.85110092163086,-35.876556396484375,-36.588741302490234,-53.48291015625,-54.463932037353516,-58.01947784423828,-30.34038543701172,-29.57196807861328,-32.741241455078125
der direktor ist groß und schwimmen,-40.98834991455078,-44.03888702392578,-43.615821838378906,-36.76762390136719,-32.88221740722656,-37.860137939453125,-42.59610366821289,-44.07930374145508,-43.70948028564453,-38.29102325439453,-34.9754524230957,-38.37038040161133,-52.122703552246094,-53.02613830566406,-54.16621780395508,-26.561847686767578,-25.580615997314453,-28.10936737060547
der direktor ist groß und lacht,-37.184959411621094,-40.90171432495117,-39.45503234863281,-43.26844787597656,-37.856170654296875,-40.9466552734375,-39.56827163696289,-40.1222038269043,-36.59163284301758,-44.07686996459961,-40.35892868041992,-41.10822677612305,-48.29539108276367,-55.76449966430664,-53.083187103271484,-31.64046859741211,-30.84607696533203,-31.843765258789062
der direktor ist groß und lachen,-40.25181579589844,-44.0314826965332,-43.39363098144531,-42.265419006347656,-37.42084503173828,-40.726234436035156,-46.63760757446289,-42.09315490722656,-41.604827880859375,-45.09291076660156,-39.972721099853516,-42.5064811706543,-48.952239990234375,-53.25312423706055,-50.67216491699219,-32.95954895019531,-31.077863693237305,-34.335994720458984
der direktor ist groß und spricht,-40.94086456298828,-43.38093185424805,-43.699806213378906,-34.964012145996094,-33.57923889160156,-32.84901428222656,-44.998905181884766,-42.96669006347656,-41.908573150634766,-36.12477111816406,-35.28572082519531,-33.701629638671875,-49.854576110839844,-51.468265533447266,-50.173500061035156,-26.985183715820312,-26.754682540893555,-29.51785659790039
der direktor ist groß und sprechen,-42.62297058105469,-47.38797378540039,-47.51698303222656,-40.01971435546875,-37.880760192871094,-35.882286071777344,-44.927833557128906,-47.77083206176758,-44.45891571044922,-41.405094146728516,-40.17718505859375,-36.47987365722656,-50.87065124511719,-52.96726989746094,-52.85468673706055,-27.978103637695312,-26.499738693237305,-29.06854248046875
der direktor ist groß und ist klein,-36.62444305419922,-40.252403259277344,-38.26537322998047,-40.67609405517578,-37.35679626464844,-38.36615753173828,-38.83125305175781,-38.69667053222656,-35.11613464355469,-41.65420913696289,-39.136295318603516,-40.18770980834961,-44.26536178588867,-45.12022399902344,-45.91357421875,-23.813467025756836,-21.131206512451172,-27.13086700439453
der direktor ist groß und sind klein,-40.975765228271484,-44.09407043457031,-43.10630416870117,-46.203285217285156,-41.32743835449219,-44.161949157714844,-46.13402557373047,-44.431827545166016,-41.91484451293945,-47.50969696044922,-42.64814758300781,-45.752227783203125,-46.1484489440918,-47.866668701171875,-47.82390213012695,-27.273576736450195,-24.38471221923828,-29.299327850341797
der direktor ist groß und ist groß,-35.18806838989258,-38.82283401489258,-37.7440299987793,-40.024932861328125,-37.451446533203125,-38.01899719238281,-37.89659118652344,-37.512054443359375,-34.49534225463867,-41.651119232177734,-38.76470184326172,-39.66323471069336,-37.93756866455078,-39.12012481689453,-41.677276611328125,-24.078065872192383,-20.820558547973633,-26.883514404296875
der direktor ist groß und sind groß,-40.255733489990234,-44.14750289916992,-44.18397521972656,-45.95558547973633,-41.896080017089844,-44.41168975830078,-44.33086395263672,-43.24528884887695,-42.05215072631836,-47.90995788574219,-43.11808776855469,-46.867759704589844,-40.94233322143555,-42.11406707763672,-46.2395133972168,-26.676681518554688,-24.28943634033203,-29.46241569519043
der direktor ist groß und ist alt,-39.46662521362305,-42.828346252441406,-40.72328186035156,-41.57703399658203,-38.394020080566406,-39.51158905029297,-43.309452056884766,-41.49492645263672,-38.65861511230469,-43.00730895996094,-40.4749755859375,-40.636863708496094,-46.55077362060547,-52.340606689453125,-49.873291015625,-24.656328201293945,-23.70033073425293,-27.856718063354492
der direktor ist groß und sind alt,-44.93359375,-48.28615188598633,-47.09148025512695,-46.644412994384766,-43.14704132080078,-45.89342498779297,-50.824737548828125,-47.193870544433594,-47.44621658325195,-48.70039367675781,-44.89104080200195,-47.399688720703125,-49.78969955444336,-53.403717041015625,-52.05712127685547,-28.765949249267578,-26.897014617919922,-29.723909378051758
der direktor ist groß und ist jung,-42.0778923034668,-45.602577209472656,-43.388648986816406,-42.14672088623047,-39.28880310058594,-40.1561279296875,-42.90015411376953,-45.73958206176758,-42.5028076171875,-42.9796142578125,-41.0948371887207,-40.88685607910156,-49.128440856933594,-51.420249938964844,-51.62901306152344,-30.700618743896484,-28.157533645629883,-31.640296936035156
der direktor ist groß und sind jung,-45.940494537353516,-48.76124954223633,-48.835697174072266,-47.18874740600586,-44.261199951171875,-45.671173095703125,-48.75786209106445,-49.773380279541016,-48.20557403564453,-48.54093933105469,-45.96494674682617,-47.078529357910156,-51.80451965332031,-50.62718200683594,-52.87261962890625,-32.91849136352539,-30.564414978027344,-32.614036560058594
der bauer ist groß und schwimmt,-27.631547927856445,-23.855419158935547,-27.560691833496094,-30.961063385009766,-33.620582580566406,-33.1851806640625,-29.103187561035156,-29.753028869628906,-29.99512481689453,-33.2220344543457,-33.746482849121094,-33.861106872558594,-28.477237701416016,-29.360092163085938,-27.592714309692383,-27.988296508789062,-28.995668411254883,-30.20368766784668
der bauer ist groß und schwimmen,-27.84026527404785,-26.737545013427734,-28.567901611328125,-31.372310638427734,-32.8917350769043,-34.17542266845703,-27.804279327392578,-31.404800415039062,-31.291749954223633,-33.9871711730957,-34.058345794677734,-36.334747314453125,-29.17438316345215,-27.02754783630371,-26.354665756225586,-23.434585571289062,-24.513105392456055,-25.734329223632812
der bauer ist groß und lacht,-25.779348373413086,-22.323148727416992,-24.45355224609375,-36.67177963256836,-35.23219680786133,-37.08415985107422,-27.498666763305664,-24.910526275634766,-23.564180374145508,-39.535247802734375,-36.510345458984375,-39.076133728027344,-23.635982513427734,-29.089569091796875,-28.037593841552734,-29.707630157470703,-29.182205200195312,-29.940160751342773
der bauer ist groß und lachen,-28.307920455932617,-27.453414916992188,-28.82626724243164,-36.027278900146484,-35.55425262451172,-35.87567901611328,-30.849388122558594,-30.226337432861328,-30.88765525817871,-39.57558822631836,-36.45620346069336,-39.66706085205078,-24.203584671020508,-27.291269302368164,-25.400310516357422,-30.162765502929688,-29.406570434570312,-31.907630920410156
der bauer ist groß und spricht,-28.96329689025879,-25.714462280273438,-28.38351821899414,-31.714994430541992,-32.68525314331055,-30.528934478759766,-30.52679443359375,-29.504436492919922,-28.808780670166016,-34.232818603515625,-33.14485168457031,-32.49507141113281,-26.162593841552734,-27.707735061645508,-25.249141693115234,-25.156532287597656,-26.337867736816406,-27.37810707092285
der bauer ist groß und sprechen,-31.818090438842773,-31.72561264038086,-31.936214447021484,-36.46392822265625,-37.37539291381836,-34.687679290771484,-32.75623321533203,-35.2437629699707,-32.02967834472656,-38.47492218017578,-38.44915771484375,-35.88322830200195,-28.224245071411133,-27.811676025390625,-25.81233024597168,-24.660503387451172,-24.812171936035156,-26.817808151245117
der bauer ist groß und ist klein,-23.461790084838867,-22.990158081054688,-21.296772003173828,-35.66706848144531,-35.436737060546875,-34.51246643066406,-25.122461318969727,-24.352855682373047,-21.64820098876953,-37.761749267578125,-35.795875549316406,-36.844505310058594,-18.57819366455078,-17.903162002563477,-17.146974563598633,-21.21851348876953,-20.393131256103516,-24.236194610595703
der bauer ist groß und sind klein,-27.918840408325195,-27.041378021240234,-26.237346649169922,-41.044677734375,-38.976600646972656,-40.216026306152344,-31.724403381347656,-28.950885772705078,-27.5717830657959,-42.7443733215332,-39.47178649902344,-41.97718048095703,-18.927505493164062,-19.086936950683594,-17.104503631591797,-24.71518325805664,-24.139907836914062,-26.041593551635742
der bauer ist groß und ist groß,-21.78053092956543,-20.078102111816406,-20.57292938232422,-34.52287673950195,-35.128055572509766,-34.52003479003906,-23.110286712646484,-22.238765716552734,-20.711708068847656,-37.21666717529297,-34.793495178222656,-36.731956481933594,-12.08314037322998,-12.418322563171387,-11.846782684326172,-21.868444442749023,-19.864940643310547,-24.051259994506836
der bauer ist groß und sind groß,-27.09327507019043,-25.77377700805664,-27.001190185546875,-40.185821533203125,-39.0750732421875,-41.16967010498047,-29.91283416748047,-27.273101806640625,-28.074480056762695,-42.452613830566406,-39.49124526977539,-43.31391906738281,-13.768892288208008,-14.209722518920898,-15.202898025512695,-24.71645164489746,-23.813032150268555,-26.02736473083496
der bauer ist groß und ist alt,-26.241392135620117,-26.351715087890625,-25.446311950683594,-35.7608757019043,-36.51897430419922,-36.316139221191406,-28.042152404785156,-29.467025756835938,-27.548280715942383,-38.118385314941406,-36.7745246887207,-37.938148498535156,-23.5976505279541,-27.166505813598633,-25.005189895629883,-21.78762435913086,-21.675212860107422,-24.24500846862793
der bauer ist groß und sind alt,-32.23042678833008,-32.36892318725586,-31.77219009399414,-41.1516227722168,-41.215354919433594,-42.49271011352539,-36.734195709228516,-34.8167839050293,-36.20138931274414,-43.31541061401367,-41.54137420654297,-44.47601318359375,-25.067127227783203,-26.825035095214844,-25.182350158691406,-26.40045166015625,-25.428544998168945,-25.84355354309082
der bauer ist groß und ist jung,-29.577035903930664,-28.956192016601562,-28.595951080322266,-36.320220947265625,-37.47107696533203,-35.70008087158203,-30.03305435180664,-33.37064743041992,-30.62013053894043,-37.98008728027344,-37.92039108276367,-37.71075439453125,-27.735301971435547,-27.45332908630371,-29.840957641601562,-26.78727912902832,-25.881351470947266,-26.812700271606445
der bauer ist groß und sind jung,-33.76505661010742,-33.50643539428711,-33.18767547607422,-41.57839584350586,-41.376651763916016,-41.17186737060547,-36.394378662109375,-37.3134651184082,-35.52232360839844,-43.3498649597168,-41.894287109375,-43.31037902832031,-28.16223907470703,-24.87492561340332,-28.743370056152344,-29.20075798034668,-29.033796310424805,-27.844440460205078
der chirurg ist groß und schwimmt,-47.099945068359375,-45.647525787353516,-45.13646697998047,-30.223838806152344,-32.645347595214844,-37.9865837097168,-49.589759826660156,-58.423179626464844,-53.08995056152344,-32.5743522644043,-32.632781982421875,-35.83747482299805,-53.81350326538086,-52.208099365234375,-50.16070556640625,-31.89713478088379,-29.836688995361328,-32.651268005371094
der chirurg ist groß und schwimmen,-47.92151641845703,-47.373722076416016,-47.66829299926758,-31.426349639892578,-33.86255645751953,-37.92177200317383,-49.15138244628906,-57.91063690185547,-55.55364990234375,-34.50259780883789,-33.936134338378906,-37.52244186401367,-51.73954391479492,-48.54387664794922,-47.23030090332031,-28.653533935546875,-25.43149185180664,-27.799898147583008
der chirurg ist groß und lacht,-43.475582122802734,-42.87240982055664,-41.04745101928711,-37.76078414916992,-39.38792419433594,-42.76203536987305,-46.72562026977539,-52.21613311767578,-47.65602493286133,-42.316890716552734,-39.73365020751953,-42.12709045410156,-50.94801712036133,-50.92945861816406,-44.58678436279297,-33.20695114135742,-30.882299423217773,-30.57353973388672
der chirurg ist groß und lachen,-46.650630950927734,-47.39621353149414,-46.7948112487793,-38.07247543334961,-37.501434326171875,-40.10484313964844,-52.68997573852539,-56.70947265625,-53.56470489501953,-43.417137145996094,-37.319602966308594,-41.607749938964844,-48.54978561401367,-48.449432373046875,-42.94573211669922,-33.317386627197266,-30.525711059570312,-32.51947021484375
der chirurg ist groß und spricht,-46.48618698120117,-46.1417350769043,-45.459476470947266,-30.135934829711914,-33.01420974731445,-33.09537887573242,-50.2838020324707,-57.43824005126953,-51.744667053222656,-33.21067810058594,-32.78240203857422,-33.44892883300781,-53.79801940917969,-49.33908462524414,-43.6976203918457,-25.136341094970703,-25.585708618164062,-27.094139099121094
der chirurg ist groß und sprechen,-50.71596908569336,-51.73112869262695,-49.54558181762695,-34.854164123535156,-38.320491790771484,-38.1280403137207,-55.86759567260742,-63.05329895019531,-55.89323043823242,-37.59602355957031,-39.193485260009766,-38.264549255371094,-52.3781852722168,-47.62674331665039,-47.310813903808594,-25.15667724609375,-22.52718734741211,-24.524566650390625
der chirurg ist groß und ist klein,-44.21772766113281,-42.10831069946289,-39.3733024597168,-34.70779037475586,-37.610252380371094,-38.23573684692383,-49.875282287597656,-49.769752502441406,-44.851131439208984,-37.183021545410156,-37.504478454589844,-40.19310760498047,-44.391357421875,-40.90342712402344,-38.03240966796875,-24.037477493286133,-20.550947189331055,-25.13180923461914
der chirurg ist groß und sind klein,-48.905731201171875,-46.7732048034668,-45.171695709228516,-40.53008270263672,-41.29032897949219,-44.116397857666016,-55.20637512207031,-55.76580047607422,-52.61885070800781,-42.8624267578125,-40.99968338012695,-45.37347412109375,-47.0562629699707,-43.361976623535156,-40.17646789550781,-28.033639907836914,-23.893753051757812,-27.789756774902344
der chirurg ist groß und ist groß,-44.18170166015625,-41.020599365234375,-39.30242156982422,-33.49251937866211,-37.25665283203125,-37.977783203125,-48.36896896362305,-50.31023406982422,-44.66537094116211,-36.509490966796875,-36.61378860473633,-39.08467102050781,-37.97740936279297,-35.925193786621094,-33.56438446044922,-24.52391815185547,-19.42266845703125,-24.86111831665039
der chirurg ist groß und sind groß,-49.72311782836914,-46.97019577026367,-46.75788116455078,-39.51888656616211,-40.942840576171875,-44.91303634643555,-54.752647399902344,-57.001556396484375,-53.74458694458008,-42.3861198425293,-40.78007125854492,-46.21117401123047,-41.557762145996094,-38.408836364746094,-38.58069610595703,-27.946138381958008,-22.86399269104004,-27.814756393432617
der chirurg ist groß und ist alt,-45.141151428222656,-44.92202377319336,-41.80785369873047,-35.53345489501953,-38.69355010986328,-40.065155029296875,-49.211368560791016,-54.30558395385742,-49.57855987548828,-38.50840759277344,-38.65919876098633,-40.558536529541016,-47.334693908691406,-49.55900955200195,-43.890106201171875,-22.84973907470703,-20.573997497558594,-24.0851993560791
der chirurg ist groß und sind alt,-52.22023010253906,-51.62678909301758,-49.695701599121094,-41.11710739135742,-43.29471206665039,-47.1213264465332,-57.47550964355469,-61.79510498046875,-60.27776336669922,-44.25026321411133,-43.161903381347656,-47.66943359375,-51.22504425048828,-50.19239807128906,-46.05672073364258,-27.92732048034668,-23.894649505615234,-26.852981567382812
der chirurg ist groß und ist jung,-46.8077507019043,-46.56294631958008,-43.72178649902344,-35.90926742553711,-39.334388732910156,-40.16486740112305,-48.13654708862305,-56.80973815917969,-51.16780471801758,-37.99571228027344,-39.18872833251953,-41.02686309814453,-51.27461242675781,-47.67279052734375,-46.28251266479492,-29.789012908935547,-25.021869659423828,-28.515769958496094
der chirurg ist groß und sind jung,-52.073509216308594,-51.09626770019531,-50.04426193237305,-41.115657806396484,-43.68602752685547,-45.72835159301758,-55.96384048461914,-60.975555419921875,-57.3450927734375,-43.63956069946289,-44.203697204589844,-46.59159851074219,-54.19085693359375,-46.870079040527344,-47.78490447998047,-32.68385314941406,-27.743654251098633,-30.252037048339844
der senator ist groß und schwimmt,-46.65609359741211,-45.74916076660156,-45.3920783996582,-31.363021850585938,-31.89447784423828,-34.42500305175781,-54.73978805541992,-55.830692291259766,-54.42101287841797,-32.26786804199219,-33.53805923461914,-35.471492767333984,-59.25423812866211,-54.60606384277344,-54.16102600097656,-29.38663101196289,-27.325342178344727,-30.705005645751953
der senator ist groß und schwimmen,-47.70014572143555,-46.529232025146484,-46.77931213378906,-33.24517059326172,-31.302461624145508,-35.616477966308594,-54.02400588989258,-54.83718490600586,-54.695404052734375,-34.65505599975586,-31.739681243896484,-37.9112434387207,-57.4984016418457,-52.24961853027344,-51.46369171142578,-25.876544952392578,-23.337501525878906,-26.02212905883789
der senator ist groß und lacht,-44.10868453979492,-43.886756896972656,-43.09112548828125,-38.945613861083984,-37.44824981689453,-38.758056640625,-50.03544998168945,-52.96426773071289,-50.88185119628906,-40.49278259277344,-38.6538200378418,-39.89326477050781,-59.30818176269531,-55.97216033935547,-47.77296447753906,-31.074989318847656,-29.84149932861328,-30.405593872070312
der senator ist groß und lachen,-46.74631118774414,-46.695556640625,-45.919029235839844,-38.37919998168945,-36.62971496582031,-38.24296951293945,-57.796024322509766,-54.05598831176758,-55.25083541870117,-41.107662200927734,-37.592586517333984,-41.35120391845703,-53.88023376464844,-50.66869354248047,-45.753517150878906,-32.21049118041992,-28.897266387939453,-32.54851531982422
der senator ist groß und spricht,-46.96297073364258,-45.7960319519043,-44.89429473876953,-30.946584701538086,-31.628583908081055,-29.90140724182129,-53.69961929321289,-54.811893463134766,-52.800472259521484,-32.24384689331055,-31.686389923095703,-32.77256774902344,-54.93468475341797,-49.85837173461914,-46.44039535522461,-26.81533432006836,-26.254344940185547,-27.04450225830078
der senator ist groß und sprechen,-48.583065032958984,-50.13935089111328,-49.6156120300293,-36.57372283935547,-36.42533874511719,-35.712974548339844,-55.63327407836914,-57.80610275268555,-55.184669494628906,-37.2015380859375,-37.15526580810547,-37.128849029541016,-54.66912841796875,-50.26041793823242,-48.998287200927734,-26.770462036132812,-25.541763305664062,-26.37057876586914
der senator ist groß und ist klein,-42.02093505859375,-41.62504196166992,-40.58820724487305,-36.776527404785156,-35.46345520019531,-34.453609466552734,-46.984779357910156,-48.303565979003906,-47.545047760009766,-38.072898864746094,-35.26591110229492,-37.84465789794922,-47.58272171020508,-42.43460464477539,-40.52558135986328,-22.97240447998047,-20.787694931030273,-24.866588592529297
der senator ist groß und sind klein,-46.57198715209961,-45.00463104248047,-45.737056732177734,-43.15400695800781,-39.53089904785156,-41.008235931396484,-52.9362907409668,-52.07625961303711,-53.16036605834961,-44.10244369506836,-39.636512756347656,-43.93624496459961,-50.22232437133789,-44.69488525390625,-41.910709381103516,-26.72667694091797,-23.651437759399414,-26.931079864501953
der senator ist groß und ist groß,-41.378753662109375,-40.92169952392578,-39.39000701904297,-35.83082962036133,-35.44389343261719,-34.56290817260742,-47.74379348754883,-48.43841552734375,-45.5305061340332,-37.457008361816406,-34.54458999633789,-37.77482604980469,-40.665626525878906,-36.01611328125,-36.78725814819336,-23.043533325195312,-20.4460391998291,-24.622156143188477
der senator ist groß und sind groß,-46.42913055419922,-45.07050323486328,-45.88701248168945,-42.159873962402344,-39.92657470703125,-42.20317077636719,-53.53089141845703,-52.11991882324219,-52.79526901245117,-43.275917053222656,-39.700862884521484,-45.77998352050781,-44.19142150878906,-38.32429504394531,-40.70286560058594,-26.086944580078125,-23.398136138916016,-26.95757293701172
der senator ist groß und ist alt,-44.657466888427734,-45.945701599121094,-43.24650192260742,-38.0715446472168,-37.08864974975586,-36.903602600097656,-51.10843276977539,-53.12200927734375,-51.20756149291992,-39.153846740722656,-36.84682083129883,-39.66363525390625,-52.341407775878906,-50.66699981689453,-47.80418014526367,-23.850284576416016,-22.987707138061523,-26.29889678955078
der senator ist groß und sind alt,-50.18738555908203,-50.394893646240234,-49.722755432128906,-43.90052795410156,-41.90752410888672,-44.453521728515625,-56.89842224121094,-57.79323959350586,-57.662235260009766,-44.86240005493164,-42.22620391845703,-47.11533737182617,-56.05313491821289,-51.33426284790039,-49.63317108154297,-28.388431549072266,-25.674041748046875,-27.84295654296875
der senator ist groß und ist jung,-47.682823181152344,-48.6207160949707,-45.587791442871094,-37.656009674072266,-37.50309753417969,-37.254417419433594,-51.41114807128906,-57.71532440185547,-54.53669357299805,-38.28972244262695,-36.97328186035156,-40.0684928894043,-53.65251922607422,-47.67522430419922,-49.0231819152832,-29.757823944091797,-27.422508239746094,-28.776771545410156
der senator ist groß und sind jung,-51.833717346191406,-51.69437026977539,-50.46133041381836,-43.60337448120117,-42.26446533203125,-43.9223747253418,-55.986061096191406,-60.545047760009766,-56.882957458496094,-44.45365905761719,-42.49745559692383,-46.739990234375,-56.37602996826172,-47.00797653198242,-50.29545593261719,-32.385562896728516,-29.31423568725586,-29.623580932617188
der lehrer ist groß und schwimmt,-33.52046203613281,-29.896345138549805,-29.376728057861328,-34.99312973022461,-35.006126403808594,-38.62028503417969,-37.72965621948242,-34.311954498291016,-31.7160587310791,-37.165096282958984,-36.70404052734375,-38.4844970703125,-30.548128128051758,-33.15857696533203,-33.79636764526367,-31.75631332397461,-33.00721740722656,-33.63800811767578
